,LOAN_ID,PORTFOLIO,DEBT_RATIO,PROFIT_MARGIN,TOTAL_ASSETS,QUICK_RATIO,CURRENT_RATIO,RETURN_ON_EQUITY,PD_RISK_RATING
1498,ZZZ0001498,CRE Permanent,0.383385345,0.594706631,875921.9265,0.306708276,0.130414473,102.2909846,4
1499,ZZZ0001499,C&I,0.805986961,0.75988422,1031513.014,0.644789569,0.323681104,102.2866354,1
1500,ZZZ0001500,CRE Construction,0.844922896,0.507047013,1067175.11,0.675938317,0.924670352,102.6468095,1
1501,ZZZ0001501,C&I,NA,0.460171161,907358.1662,0.36846382,0.908847306,111.4203317,5
1502,ZZZ0001502,C&I,NA,0.905616573,1020768.656,0.508610085,0.405821776,96.87120531,1
1503,ZZZ0001503,CRE Permanent,0.541294915,0.219341703,1035911.158,0.433035932,0.298581207,108.2150847,1
1504,ZZZ0001504,C&I,0.823393294,0.692651533,NA,0.658714635,0.656525515,116.6928396,4
1505,ZZZ0001505,CRE Construction,0.886569592,0.134309827,948424.4452,0.709255673,0.282486152,95.08193684,8
1506,ZZZ0001506,C&I,0.762304298,0.951455205,1070153.596,0.609843438,0.654011331,105.7817239,1
1507,ZZZ0001507,CRE Permanent,0.537344543,0.412493816,832304.3295,0.429875634,0.111498889,95.62262083,7
1508,ZZZ0001508,CRE Permanent,NA,0.189613991,843723.7454,0.694690937,0.539526925,102.7314574,6
1509,ZZZ0001509,CRE Permanent,0.22596644,0.575742574,1029012.563,0.180773152,0.121314143,109.676025,2
1510,ZZZ0001510,C&I,0.633373382,0.839622077,942905.9564,0.506698706,0.058694968,99.19469111,5
1511,ZZZ0001511,CRE Permanent,0.653550594,0.237137823,865085.3592,0.522840475,0.671315993,99.16780739,6
1512,ZZZ0001512,CRE Permanent,0.660506221,0.524319325,1105978.285,0.528404977,0.117238733,101.539559,2
1513,ZZZ0001513,CRE Permanent,0.137521973,0.624300613,998869.6494,0.110017579,0.183838027,116.546083,2
1514,ZZZ0001514,CRE Permanent,0.732228091,0.02797762,NA,0.585782473,0.747722048,100.1253463,5
1515,ZZZ0001515,CRE Construction,0.072379981,0.973079044,1002260.815,0.057903985,0.771527896,89.13514148,1
1516,ZZZ0001516,CRE Construction,0.285688498,0.703821776,965264.0804,0.228550798,0.341220891,95.87808448,1
1517,ZZZ0001517,CRE Permanent,0.451167467,0.652384336,1054172.806,0.360933973,0.451521804,118.0499076,1
1518,ZZZ0001518,CRE Construction,0.462632204,0.402515878,1024650.982,0.370105763,0.567832523,102.653258,2
1519,ZZZ0001519,C&I,0.135463741,0.478801846,942747.6929,0.108370993,0.119634115,117.9828257,3
1520,ZZZ0001520,C&I,0.135852911,0.00532488,1018908.286,0.108682329,0.120497912,117.8567143,3
1521,ZZZ0001521,CRE Construction,0.71935385,0.492520104,NA,0.57548308,0.139801431,108.0754211,5
1522,ZZZ0001522,C&I,0.249793818,0.041434992,835667.8527,0.199835054,0.111568483,97.5314787,7
1523,ZZZ0001523,C&I,0.441586733,0.275279229,NA,0.353269387,0.279856236,93.62227889,4
1524,ZZZ0001524,CRE Construction,0.129967869,0.144016827,908409.5951,0.103974296,0.678425565,93.69596847,5
1525,ZZZ0001525,C&I,0.221738608,0.204703366,1024400.017,0.177390886,0.163363487,107.4060843,2
1526,ZZZ0001526,C&I,0.90395847,0.686364655,927094.8785,0.723166776,0.904685112,105.7321218,5
1527,ZZZ0001527,CRE Permanent,0.947694349,0.05643956,1079830.99,0.758155479,0.402998249,85.0418831,5
1528,ZZZ0001528,C&I,0.408542218,0.216500965,1042569.846,0.326833775,0.543770486,97.94068958,1
1529,ZZZ0001529,CRE Permanent,0.456228266,0.536576071,1123289.914,0.364982612,0.064981656,97.10680715,2
1530,ZZZ0001530,C&I,0.038483626,0.281923498,911277.9005,0.030786901,0.985118089,104.6934165,4
1531,ZZZ0001531,C&I,0.922444024,0.08839231,819673.6581,0.737955219,0.001422955,116.276114,8
1532,ZZZ0001532,CRE Permanent,0.220125081,0.454452713,891042.0816,0.176100064,0.415444039,108.0448511,5
1533,ZZZ0001533,CRE Construction,0.454848374,0.762372129,NA,0.3638787,0.518572044,109.9164084,2
1534,ZZZ0001534,CRE Construction,0.658353514,0.844552688,1046516.522,0.526682811,0.81297575,103.2601536,1
1535,ZZZ0001535,CRE Permanent,0.370971676,0.102628041,1084665.593,0.296777341,0.253704572,99.82263032,1
1536,ZZZ0001536,CRE Construction,0.240217588,0.473329477,956568.7528,0.19217407,0.125346757,95.174505,3
1537,ZZZ0001537,CRE Construction,0.645597314,0.291007296,837979.6181,0.516477851,0.624652494,93.89528315,6
1538,ZZZ0001538,C&I,0.236273773,0.93139092,NA,0.189019018,0.311138727,99.59065319,5
1539,ZZZ0001539,CRE Construction,0.848468739,0.444094978,NA,0.678774991,0.041865888,100.865878,1
1540,ZZZ0001540,CRE Permanent,0.359251572,0.675601129,1023253.529,0.287401257,0.138141695,92.26475313,2
1541,ZZZ0001541,CRE Construction,0.996592741,0.676830883,841477.1667,0.797274193,0.078765861,103.5147204,8
1542,ZZZ0001542,CRE Permanent,NA,0.745577097,889184.4019,0.296202387,0.815352389,112.2078743,3
1543,ZZZ0001543,CRE Construction,0.150347096,0.24206747,904860.447,0.120277677,0.069511001,92.1028672,5
1544,ZZZ0001544,C&I,NA,0.566692589,942065.9419,0.433636438,0.694037099,110.4275615,5
1545,ZZZ0001545,CRE Construction,0.427230378,0.345560073,991257.8132,0.341784302,0.807276955,89.31109787,3
1546,ZZZ0001546,C&I,NA,0.174023374,936331.6217,0.184912932,0.734627509,104.8953584,4
1547,ZZZ0001547,CRE Construction,0.85943209,0.111920922,1054930.569,0.687545672,0.5521151,113.9469167,5
1548,ZZZ0001548,CRE Permanent,0.012878824,0.23408025,935969.344,0.010303059,0.370420217,96.70805282,4
1549,ZZZ0001549,C&I,0.63368164,0.557784477,NA,0.506945312,0.245727466,70.32690797,5
1550,ZZZ0001550,CRE Construction,0.371598198,0.455665305,961296.4481,0.297278559,0.262314135,98.64667612,4
1551,ZZZ0001551,CRE Construction,0.42569561,0.505130644,915416.8503,0.340556488,0.473187537,109.4598669,3
1552,ZZZ0001552,CRE Permanent,0.682987262,0.973774426,1132165.48,0.546389809,0.73489991,105.9127399,2
1553,ZZZ0001553,CRE Permanent,0.096311431,0.635019782,902105.3224,0.077049145,0.195462292,103.8709898,4
1554,ZZZ0001554,C&I,0.754638609,0.791773363,906068.9612,0.603710887,0.522530768,90.59452655,4
1555,ZZZ0001555,CRE Permanent,0.390253544,0.646331679,1072301.444,0.312202835,0.515241635,109.6976996,1
1556,ZZZ0001556,CRE Construction,0.574375465,0.94519488,NA,0.459500372,0.492949668,100.1603524,1
1557,ZZZ0001557,CRE Permanent,0.426711033,0.997237383,1134073.451,0.341368826,0.2180548,82.52873394,1
1558,ZZZ0001558,CRE Permanent,0.03354627,0.862864999,943025.7568,0.026837016,0.985872287,107.7266356,2
1559,ZZZ0001559,C&I,0.467411829,0.073325107,1074632.281,0.373929463,0.249187503,103.4969852,2
1560,ZZZ0001560,CRE Construction,NA,0.51527869,1145816.497,0.195388666,0.742156181,111.286267,2
1561,ZZZ0001561,CRE Construction,0.946545337,0.39918165,965910.5702,0.757236269,0.339985631,94.77418761,3
1562,ZZZ0001562,C&I,0.050560204,0.912947025,927485.0873,0.040448163,0.548801732,106.0233474,1
1563,ZZZ0001563,CRE Permanent,NA,0.827206732,NA,0.257649787,0.795972739,99.1045332,3
1564,ZZZ0001564,CRE Construction,0.00586824,0.918955419,1084335.351,0.004694592,0.532348893,108.0998766,1
1565,ZZZ0001565,CRE Construction,0.057507108,0.582618536,839868.1457,0.046005686,0.91340443,103.637406,3
1566,ZZZ0001566,CRE Permanent,0.068306775,0.21057965,870058.6327,0.05464542,0.884204328,91.26917237,7
1567,ZZZ0001567,CRE Construction,0.690205555,0.32420277,975798.7581,0.552164444,0.134171974,108.9121063,5
1568,ZZZ0001568,C&I,0.084433752,0.097893747,1162495.146,0.067547002,0.390813672,116.0819728,1
1569,ZZZ0001569,C&I,0.455430029,0.70230873,1089553.52,0.364344024,0.916711158,97.77254287,2
1570,ZZZ0001570,CRE Construction,0.304803436,0.760358256,NA,0.243842749,0.660531725,78.94623433,3
1571,ZZZ0001571,CRE Permanent,0.419041403,0.988521705,976632.4081,0.335233122,0.444358719,89.27311893,1
1572,ZZZ0001572,C&I,0.501323112,0.372128797,1011823.414,0.401058489,0.890037078,96.02302214,2
1573,ZZZ0001573,CRE Permanent,0.737471042,0.666571174,994857.1078,0.589976833,0.31517088,88.10662672,1
1574,ZZZ0001574,CRE Permanent,0.053288625,0.826854944,875646.0884,0.0426309,0.754310272,95.04439233,4
1575,ZZZ0001575,C&I,0.001826466,0.088023439,1225419.207,0.001461173,0.296431561,95.99503562,2
1576,ZZZ0001576,CRE Permanent,0.471329071,0.581645046,1173119.239,0.377063257,0.056390603,81.0275988,1
1577,ZZZ0001577,CRE Construction,0.289906377,0.78075003,1014894.726,0.231925101,0.908782762,92.61660312,2
1578,ZZZ0001578,CRE Construction,0.06025848,0.105194695,1108961.213,0.048206784,0.914571906,99.78432613,2
1579,ZZZ0001579,CRE Construction,0.439020987,0.279538584,1064387.139,0.35121679,0.773583113,109.9774131,2
1580,ZZZ0001580,CRE Permanent,0.539342578,0.1886261,932185.8815,0.431474062,0.504780462,98.84331729,5
1581,ZZZ0001581,C&I,0.727507003,0.195905634,1080982.65,0.582005602,0.686328581,103.4069684,1
1582,ZZZ0001582,CRE Permanent,0.848633785,0.494359692,880389.4591,0.678907028,0.611867019,84.14683527,5
1583,ZZZ0001583,CRE Construction,0.397043707,0.0948393,957111.1196,0.317634965,0.250774023,88.16428112,4
1584,ZZZ0001584,C&I,0.706985616,0.168842567,985273.9337,0.565588493,0.156222058,96.7499625,5
1585,ZZZ0001585,C&I,0.157415088,0.591110836,897664.8011,0.12593207,0.822247727,98.47484696,5
1586,ZZZ0001586,C&I,0.855882716,0.284575226,947203.6812,0.684706173,0.2730479,104.1572654,3
1587,ZZZ0001587,CRE Permanent,0.645264303,0.175592987,NA,0.516211442,0.839953556,102.0757751,3
1588,ZZZ0001588,CRE Construction,0.52379897,0.59875135,1106375.291,0.419039176,0.9560646,100.4586707,2
1589,ZZZ0001589,CRE Construction,0.507757417,0.625335642,929620.6722,0.406205934,0.873442708,108.6056763,5
1590,ZZZ0001590,CRE Construction,0.359707679,0.789609428,928591.0311,0.287766143,0.725886128,104.7648477,3
1591,ZZZ0001591,CRE Construction,0.544005003,0.359550215,NA,0.435204002,0.290157211,104.4590652,2
1592,ZZZ0001592,C&I,0.222291184,0.006180761,955876.3497,0.177832947,0.937223793,107.2425091,4
1593,ZZZ0001593,CRE Construction,0.876276048,0.613764759,1211672.16,0.701020839,0.152290101,105.7368484,1
1594,ZZZ0001594,C&I,0.104574751,0.103843637,1021733.637,0.083659801,0.428898675,116.8292091,2
1595,ZZZ0001595,CRE Construction,0.293833319,0.740004755,1171408.664,0.235066655,0.121615883,79.81734757,2
1596,ZZZ0001596,CRE Permanent,0.760271624,0.988439429,1127132.957,0.608217299,0.577326704,99.54145534,1
1597,ZZZ0001597,C&I,0.105795733,0.55874673,741400.9517,0.084636586,0.55629478,103.8481772,5
1598,ZZZ0001598,CRE Permanent,0.694428405,0.433852455,916987.6666,0.555542724,0.166048096,95.09788569,5
1599,ZZZ0001599,CRE Permanent,0.100270352,0.090320139,951826.0373,0.080216281,0.37632135,107.5295539,4
1600,ZZZ0001600,CRE Construction,0.947381987,0.186000871,1172380.219,0.75790559,0.421334992,108.8381631,2
1601,ZZZ0001601,CRE Construction,0.152933509,0.78824107,1039847.741,0.122346807,0.034613705,107.8127703,2
1602,ZZZ0001602,C&I,0.400359031,0.588207747,1027191.223,0.320287225,0.821756836,107.1158094,1
1603,ZZZ0001603,CRE Permanent,0.082621735,0.770562991,1171114.855,0.066097388,0.85549274,84.34186465,1
1604,ZZZ0001604,CRE Permanent,0.657674336,0.839883633,922744.7881,0.526139469,0.133121625,98.52597017,3
1605,ZZZ0001605,CRE Construction,0.480371545,0.839119997,1024186.267,0.384297236,0.676941318,100.5883016,1
1606,ZZZ0001606,CRE Construction,0.016516353,0.896953748,NA,0.013213083,0.735035779,94.24590692,2
1607,ZZZ0001607,CRE Permanent,0.964926536,0.877426388,1050276.31,0.771941229,0.037048459,88.34623618,2
1608,ZZZ0001608,CRE Permanent,0.172964315,0.010787225,921243.913,0.138371452,0.712749631,105.1270958,5
1609,ZZZ0001609,CRE Construction,0.460366649,0.284776441,784880.6735,0.368293319,0.960795621,114.616159,7
1610,ZZZ0001610,CRE Construction,0.560944349,0.812249645,1063016.343,0.448755479,0.892111745,93.99970784,1
1611,ZZZ0001611,C&I,0.781490558,0.515083183,967212.5529,0.625192447,0.679522505,104.2704456,5
1612,ZZZ0001612,CRE Construction,0.207482179,0.54455879,994587.7559,0.165985743,0.597628789,109.9445466,2
1613,ZZZ0001613,CRE Construction,0.135101257,0.280099297,NA,0.108081006,0.521355748,97.24865583,1
1614,ZZZ0001614,C&I,0.282073833,0.813429555,976526.817,0.225659066,0.026593119,92.97671883,2
1615,ZZZ0001615,CRE Construction,0.412295213,0.983078671,1040834.34,0.329836171,0.357894666,104.8417862,1
1616,ZZZ0001616,CRE Construction,0.20925843,0.205383897,989439.2477,0.167406744,0.874004257,95.36254429,4
1617,ZZZ0001617,CRE Construction,0.714335384,0.220854679,1168178.916,0.571468307,0.975841931,106.325756,1
1618,ZZZ0001618,C&I,0.572498881,0.64486325,1155739.361,0.457999105,0.215798894,93.73961541,2
1619,ZZZ0001619,CRE Construction,0.361310022,0.040595479,911511.7849,0.289048018,0.233804702,99.12872409,6
1620,ZZZ0001620,CRE Permanent,0.546784047,0.673347434,887519.2029,0.437427238,0.282701008,97.47748576,5
1621,ZZZ0001621,CRE Permanent,0.783850191,0.329055896,1006518.7,0.627080153,0.225137428,102.8069847,5
1622,ZZZ0001622,CRE Construction,NA,0.985149016,NA,0.573440233,0.778014975,85.90234405,4
1623,ZZZ0001623,C&I,0.756173745,0.016959706,907320.9589,0.604938996,0.111946917,88.90779268,6
1624,ZZZ0001624,C&I,0.892620379,0.527330142,909119.7995,0.714096303,0.595579492,76.38676354,3
1625,ZZZ0001625,C&I,0.263455023,0.918212037,886605.245,0.210764018,0.195992932,109.7826222,3
1626,ZZZ0001626,CRE Permanent,0.463319989,0.302478089,1114951.968,0.370655992,0.850178557,85.07628468,1
1627,ZZZ0001627,C&I,0.220069465,0.418763979,902588.8187,0.176055572,0.917590894,99.92967166,4
1628,ZZZ0001628,C&I,0.141034268,0.04375472,1100627.51,0.112827414,0.61036837,98.94139111,1
1629,ZZZ0001629,CRE Construction,0.990808629,0.376710281,956330.3967,0.792646903,0.225713787,104.510933,4
1630,ZZZ0001630,C&I,0.644469384,0.212701122,1131833.525,0.515575507,0.65727216,103.4834319,2
1631,ZZZ0001631,C&I,0.423655963,0.496054316,976711.9346,0.33892477,0.741196279,98.56640397,4
1632,ZZZ0001632,CRE Construction,0.808404072,0.021259926,1158509.671,0.646723257,0.168692665,89.93644499,1
1633,ZZZ0001633,CRE Permanent,0.502640712,0.699790399,791006.7033,0.40211257,0.743523078,102.749656,7
1634,ZZZ0001634,C&I,0.499438243,0.667907592,1111491.748,0.399550595,0.298233503,120.658068,2
1635,ZZZ0001635,CRE Construction,NA,0.635959185,1161276.118,0.382600053,0.133546552,118.5801825,2
1636,ZZZ0001636,CRE Permanent,0.864556598,0.166148081,1032671.011,0.691645278,0.859974997,117.6977843,5
1637,ZZZ0001637,CRE Construction,0.284947252,0.135920257,1159282.429,0.227957802,0.941765292,115.713283,1
1638,ZZZ0001638,CRE Permanent,0.493410493,0.635260859,NA,0.394728395,0.064574626,95.22277367,4
1639,ZZZ0001639,CRE Construction,0.176969512,0.369718528,1075895.236,0.141575609,0.00920326,91.09679699,1
1640,ZZZ0001640,C&I,0.865030728,0.026413669,1126981.658,0.692024583,0.331976055,93.46098807,2
1641,ZZZ0001641,CRE Permanent,0.128033709,0.025263228,1027931.128,0.102426967,0.04551675,110.0101591,2
1642,ZZZ0001642,CRE Construction,0.119531877,0.004553457,NA,0.095625502,0.755196107,116.4265985,2
1643,ZZZ0001643,C&I,0.819631686,0.484246479,936594.6467,0.655705349,0.83099139,107.3460779,4
1644,ZZZ0001644,C&I,0.208521783,0.059770714,922659.4444,0.166817426,0.343615508,91.58827738,5
1645,ZZZ0001645,CRE Construction,0.162051139,0.595097979,1064688.956,0.129640911,0.673029589,89.72626528,2
1646,ZZZ0001646,CRE Construction,0.863124826,0.730049408,964796.8158,0.690499861,0.170948259,101.5413418,5
1647,ZZZ0001647,CRE Construction,0.747768937,0.241105984,843263.4627,0.59821515,0.779357923,79.4851758,6
1648,ZZZ0001648,CRE Construction,0.940245607,0.452438287,1018123.523,0.752196486,0.065413105,111.3333886,4
1649,ZZZ0001649,CRE Construction,0.920226317,0.776984718,995549.7551,0.736181054,0.521743875,102.8615351,1
1650,ZZZ0001650,C&I,0.159601048,0.449117264,1098711.939,0.127680838,0.34933535,93.89589061,1
1651,ZZZ0001651,CRE Permanent,NA,0.871848073,1108713.487,0.7012183,0.493853552,104.6964736,1
1652,ZZZ0001652,CRE Permanent,0.7151461,0.469998694,1024825.323,0.57211688,0.218794426,98.52270114,2
1653,ZZZ0001653,C&I,0.444822593,0.400264662,992653.269,0.355858075,0.941923168,93.08124425,4
1654,ZZZ0001654,CRE Construction,0.329259424,0.067793148,1020296.881,0.263407539,0.55529869,99.03742725,4
1655,ZZZ0001655,CRE Permanent,0.294832398,0.15733233,836821.9328,0.235865918,0.75256309,107.2337356,8
1656,ZZZ0001656,CRE Permanent,0.468200114,0.382103255,1015664.344,0.374560091,0.855004831,92.84674044,2
1657,ZZZ0001657,C&I,0.140317602,0.042183411,1106982.8,0.112254082,0.84422475,113.2893163,2
1658,ZZZ0001658,CRE Construction,0.954789585,0.674541692,1001575.424,0.763831668,0.296577598,88.38883669,3
1659,ZZZ0001659,CRE Permanent,0.492595198,0.536303395,NA,0.394076159,0.302772297,94.2140908,5
1660,ZZZ0001660,C&I,0.94156196,0.789456682,1116130.354,0.753249568,0.062627005,103.5582682,2
1661,ZZZ0001661,C&I,0.408029926,0.348280365,874281.6161,0.32642394,0.743810771,102.4397512,6
1662,ZZZ0001662,C&I,0.22056208,0.850127148,953463.4533,0.176449664,0.927249338,105.9121172,2
1663,ZZZ0001663,CRE Construction,0.562099178,0.333683673,NA,0.449679342,0.815913168,102.2387791,1
1664,ZZZ0001664,CRE Construction,NA,0.653035956,859007.7937,0.351759943,0.42737764,120.5501907,4
1665,ZZZ0001665,C&I,0.272918579,0.441572613,922332.6712,0.218334863,0.187247163,109.9690247,5
1666,ZZZ0001666,C&I,0.520380252,0.986761502,880966.9105,0.416304202,0.330909203,105.4718771,3
1667,ZZZ0001667,CRE Construction,0.735336971,0.092286783,921588.2053,0.588269577,0.023690882,101.8842016,6
1668,ZZZ0001668,CRE Construction,0.152774207,0.771845718,980047.2443,0.122219366,0.256421541,93.31941575,2
1669,ZZZ0001669,CRE Construction,0.762438834,0.718919428,851426.7196,0.609951067,0.336780309,94.95057919,7
1670,ZZZ0001670,CRE Construction,0.14027303,0.831615268,1188311.797,0.112218424,0.60413059,108.1104581,2
1671,ZZZ0001671,C&I,0.859010904,0.31454969,1001048.673,0.687208723,0.559290756,109.0850298,4
1672,ZZZ0001672,C&I,0.419729337,0.483000617,933683.1888,0.335783469,0.637724617,113.7567697,3
1673,ZZZ0001673,C&I,0.987767767,0.804848917,882697.6571,0.790214213,0.480213013,97.63762823,3
1674,ZZZ0001674,C&I,0.265920751,0.588905459,827303.8621,0.212736601,0.360444447,105.9253672,7
1675,ZZZ0001675,CRE Permanent,0.578434669,0.629733739,939979.5645,0.462747736,0.725466209,99.63786991,5
1676,ZZZ0001676,CRE Construction,0.221589555,0.148443071,925734.2897,0.177271644,0.536266479,94.65461703,4
1677,ZZZ0001677,CRE Permanent,0.282460936,0.129769495,1074284.943,0.225968749,0.074682137,104.2309499,1
1678,ZZZ0001678,CRE Construction,NA,0.194217202,943983.5779,0.193688604,0.689898514,95.52497239,4
1679,ZZZ0001679,CRE Construction,0.469184151,0.353593571,1026697.736,0.375347321,0.31868192,93.8570308,1
1680,ZZZ0001680,C&I,0.138113677,0.651240378,773001.9751,0.110490941,0.54911538,114.9716069,6
1681,ZZZ0001681,CRE Construction,0.051770933,0.978033697,1212563.294,0.041416747,0.969270306,102.0312124,2
1682,ZZZ0001682,C&I,0.50983085,0.596107275,1028202.115,0.40786468,0.804151162,102.1542615,1
1683,ZZZ0001683,CRE Construction,0.55168639,0.500645365,934571.3585,0.441349112,0.740437406,110.2546845,3
1684,ZZZ0001684,CRE Construction,NA,0.23067835,734594.799,0.381117303,0.790237002,95.04539978,8
1685,ZZZ0001685,C&I,NA,0.619600326,862706.3065,0.268138418,0.448773547,101.3148565,5
1686,ZZZ0001686,C&I,0.349429235,0.834373775,1085839.207,0.279543388,0.817471073,99.63109615,1
1687,ZZZ0001687,CRE Permanent,0.65763302,0.526605287,882388.7512,0.526106416,0.125412512,100.4570577,5
1688,ZZZ0001688,CRE Permanent,0.260390219,0.512065481,1127794.446,0.208312175,0.249999695,100.8964454,1
1689,ZZZ0001689,CRE Construction,0.394037877,0.582564308,NA,0.315230301,0.47463812,111.6715156,2
1690,ZZZ0001690,C&I,0.647228266,0.086035718,856269.1488,0.517782613,0.101218343,112.2913815,6
1691,ZZZ0001691,CRE Permanent,NA,0.860937369,947655.5356,0.066913486,0.505906651,105.9945517,1
1692,ZZZ0001692,CRE Permanent,0.103649752,0.802217055,959424.2928,0.082919802,0.159632564,91.45225727,1
1693,ZZZ0001693,CRE Construction,0.514591378,0.351945942,1049311.749,0.411673102,0.428877149,105.2502381,1
1694,ZZZ0001694,C&I,0.71983673,0.434018485,962210.7676,0.575869384,0.970534777,89.5649957,5
1695,ZZZ0001695,C&I,0.087988757,0.946726301,915206.6051,0.070391005,0.623736062,97.49743737,2
1696,ZZZ0001696,CRE Permanent,0.673833534,0.950824129,1018122.988,0.539066827,0.716067803,102.6181274,1
1697,ZZZ0001697,CRE Construction,0.815142195,0.55034347,1025126.324,0.652113756,0.137844116,108.5306779,1
1698,ZZZ0001698,CRE Construction,0.28207512,0.989968101,1018676.59,0.225660096,0.551366583,94.63215192,2
1699,ZZZ0001699,CRE Permanent,0.033672876,0.31127171,940670.4636,0.026938301,0.125438063,95.17821771,4
1700,ZZZ0001700,CRE Construction,0.025383708,0.422659639,1157496.783,0.020306966,0.032264697,98.13173413,2
1701,ZZZ0001701,C&I,0.443588602,0.220684809,958334.3103,0.354870882,0.921952423,118.5896733,5
1702,ZZZ0001702,C&I,NA,0.342800126,1081916.677,0.36690676,0.282207606,98.1629743,2
1703,ZZZ0001703,C&I,0.676517235,0.853895305,1138477.168,0.541213788,0.486270209,106.9300266,1
1704,ZZZ0001704,C&I,0.043579158,0.392298203,933126.1176,0.034863326,0.295169543,113.5462963,5
1705,ZZZ0001705,CRE Construction,0.064303563,0.101623898,1097060.41,0.051442851,0.178782434,97.53986899,2
1706,ZZZ0001706,C&I,0.647739813,0.870944429,1123104.036,0.51819185,0.176483511,113.7167116,1
1707,ZZZ0001707,C&I,0.919101804,0.583634834,984876.5895,0.735281443,0.987515489,102.0109618,5
1708,ZZZ0001708,CRE Construction,0.647611604,0.946105089,1103763.648,0.518089283,0.2648709,109.1220197,1
1709,ZZZ0001709,CRE Construction,0.187986861,0.497671823,821547.3625,0.150389488,0.772291663,105.038191,7
1710,ZZZ0001710,CRE Construction,NA,0.259683381,850449.3577,0.12125038,0.04608751,105.3360645,6
1711,ZZZ0001711,C&I,0.306312399,0.883940335,1107979.511,0.245049919,0.977024212,99.19110238,1
1712,ZZZ0001712,CRE Construction,0.500568533,0.387358364,912820.3757,0.400454826,0.603238921,83.72239478,4
1713,ZZZ0001713,CRE Permanent,0.564871524,0.72791057,1151435.964,0.451897219,0.472439016,84.37158161,1
1714,ZZZ0001714,CRE Construction,0.267370768,0.771547701,1044274.217,0.213896615,0.555710401,95.66619003,2
1715,ZZZ0001715,C&I,0.368004227,0.532553911,1140081.088,0.294403382,0.765006222,105.9659104,2
1716,ZZZ0001716,CRE Permanent,0.524735501,0.059957421,NA,0.419788401,0.78048253,111.1994606,1
1717,ZZZ0001717,CRE Construction,0.150112382,0.798568021,967345.0176,0.120089905,0.772507455,108.5847108,2
1718,ZZZ0001718,C&I,0.233332607,0.279012708,773822.1675,0.186666086,0.368087614,104.0698598,8
1719,ZZZ0001719,CRE Construction,0.658854162,0.436087685,990458.0705,0.527083329,0.045136013,104.8759828,5
1720,ZZZ0001720,CRE Construction,0.102238408,0.089899867,916524.8065,0.081790726,0.995044193,118.5950092,3
1721,ZZZ0001721,C&I,0.300061566,0.814296271,1043207.642,0.240049253,0.965982987,112.2768067,2
1722,ZZZ0001722,C&I,0.299209152,0.130283351,811063.2468,0.239367322,0.594916089,113.5209317,8
1723,ZZZ0001723,CRE Construction,0.693747286,0.514356938,946922.1985,0.554997829,0.281845023,101.7118927,5
1724,ZZZ0001724,CRE Construction,0.564455378,0.380343446,1007290.784,0.451564303,0.370231563,98.93764655,4
1725,ZZZ0001725,CRE Permanent,NA,0.367527105,878853.5765,0.245501401,0.564068001,93.69086132,3
1726,ZZZ0001726,CRE Permanent,0.210460829,0.891821372,1018123.533,0.168368663,0.831892808,99.54980406,1
1727,ZZZ0001727,CRE Construction,0.169220456,0.583273302,1003655.895,0.135376365,0.272878348,97.70992705,2
1728,ZZZ0001728,C&I,NA,0.795282187,1055866.471,0.517069482,0.411172591,107.1890213,2
1729,ZZZ0001729,C&I,0.46230263,0.386210305,1095351.575,0.369842104,0.03123131,78.99287178,1
1730,ZZZ0001730,CRE Construction,0.525862307,0.176076058,1011695.72,0.420689846,0.758992333,120.6980823,4
1731,ZZZ0001731,CRE Construction,0.74197277,0.536814063,1040726.249,0.593578216,0.707036093,86.20848874,1
1732,ZZZ0001732,C&I,0.600094421,0.990093609,NA,0.480075537,0.111108896,108.1695017,2
1733,ZZZ0001733,CRE Permanent,0.595734589,0.943621031,1077365.326,0.476587671,0.076588533,91.2540273,2
1734,ZZZ0001734,CRE Permanent,0.917456579,0.273643163,942826.8147,0.733965263,0.54256855,110.3495364,5
1735,ZZZ0001735,CRE Permanent,0.476502306,0.889018407,NA,0.381201845,0.355811363,86.83952696,4
1736,ZZZ0001736,CRE Construction,0.436880406,0.180754327,NA,0.349504324,0.164328194,92.06535947,2
1737,ZZZ0001737,C&I,0.025719806,0.020428733,1036410.773,0.020575845,0.546954616,99.50361305,2
1738,ZZZ0001738,CRE Permanent,NA,0.430328542,1086609.033,0.549791251,0.098378668,123.6475433,2
1739,ZZZ0001739,C&I,0.926671816,0.519420116,NA,0.741337452,0.367532575,87.24576752,3
1740,ZZZ0001740,CRE Permanent,0.772911676,0.840234059,NA,0.618329341,0.684299366,113.3760466,2
1741,ZZZ0001741,CRE Construction,0.484070609,0.514678256,895719.4061,0.387256487,0.00498368,91.48952008,4
1742,ZZZ0001742,C&I,0.341289447,0.75635838,1069373.178,0.273031558,0.867829466,88.74619781,2
1743,ZZZ0001743,CRE Permanent,0.193794581,0.856136961,971289.9917,0.155035665,0.239467453,97.73355369,2
1744,ZZZ0001744,C&I,0.155179484,0.715584209,1054299.924,0.124143587,0.721035828,108.7044148,1
1745,ZZZ0001745,C&I,0.420079442,0.104944185,1065551.952,0.336063554,0.799925418,111.3603639,2
1746,ZZZ0001746,CRE Permanent,0.914186872,0.284758581,793544.1077,0.731349498,0.350866741,112.2786263,8
1747,ZZZ0001747,CRE Construction,0.603052286,0.869367433,818352.9795,0.482441829,0.091679442,98.1943997,7
